method,src_events,transferred,gt_events,source,target,gui_mapper,correct,incorrect,missed,nonExist,num_correct,num_incorrect,num_missed,num_nonExist,accuracy_precision,accuracy_recall,accuracy,distance
<fox.RepresentativeTests: void testDetail()>,['id@com.foxnews.android:id/big_top_item_container'],"[{""id"": ""com.foxnews.android:id/big_top_item_container"", ""class"": ""android.view.ViewGroup"", ""bounds"": ""[0,217][1080,1133]""}]",['id@com.foxnews.android:id/big_top_item_container'],fox,fox,atm,['id@com.foxnews.android:id/big_top_item_container'],[],[],[],1,0,0,0,1.0,1.0,1.0,0.0
<fox.RepresentativeTests: void testAddBookmark()>,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save']","[{""id"": ""com.foxnews.android:id/big_top_item_container"", ""class"": ""android.view.ViewGroup"", ""bounds"": ""[0,217][1080,1133]""}, {""id"": ""com.foxnews.android:id/save"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[854,91][959,196]""}]","['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save']",fox,fox,atm,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save']",[],[],[],2,0,0,0,1.0,1.0,1.0,0.0
<fox.RepresentativeTests: void testRemoveBookmark()>,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save', 'xpath@//android.widget.ImageButton[@content-desc=""Back""]', 'id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/component_headline_item_container', 'id@com.foxnews.android:id/save']","[{""id"": ""com.foxnews.android:id/big_top_item_container"", ""class"": ""android.view.ViewGroup"", ""bounds"": ""[0,217][1080,1133]""}, {""id"": ""com.foxnews.android:id/save"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[854,91][959,196]""}, {""id"": """", ""class"": ""android.widget.ImageButton"", ""bounds"": ""[0,70][147,217]""}, {}, {""id"": ""com.foxnews.android:id/component_headline_item_container"", ""class"": ""android.view.ViewGroup"", ""bounds"": ""[0,371][1080,687]""}, {""id"": ""com.foxnews.android:id/save"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[854,91][959,196]""}]","['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save', 'xpath@//android.widget.ImageButton[@content-desc=""Back""]', 'id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/component_headline_item_container', 'id@com.foxnews.android:id/save']",fox,fox,atm,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save', 'id@com.foxnews.android:id/component_headline_item_container', 'id@com.foxnews.android:id/save']","['xpath@//android.widget.ImageButton[@content-desc=""Back""]']",['id@com.foxnews.android:id/navbar_for_you'],[],4,1,1,0,0.8,0.8,0.6666666666666666,1.0
<fox.RepresentativeTests: void testAccount()>,['id@com.foxnews.android:id/navbar_for_you'],[{}],['id@com.foxnews.android:id/navbar_for_you'],fox,fox,atm,[],[],['id@com.foxnews.android:id/navbar_for_you'],[],0,0,1,0,NA,0.0,0.0,1.0
<fox.RepresentativeTests: void testTextSize()>,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/scale_text']","[{""id"": ""com.foxnews.android:id/big_top_item_container"", ""class"": ""android.view.ViewGroup"", ""bounds"": ""[0,217][1080,1133]""}, {""id"": ""com.foxnews.android:id/scale_text"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[730,109][828,177]""}]","['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/scale_text']",fox,fox,atm,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/scale_text']",[],[],[],2,0,0,0,1.0,1.0,1.0,0.0
<fox.RepresentativeTests: void testAbout()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[2]']","[{}, {""id"": ""com.foxnews.android:id/settings_bttn"", ""class"": ""android.widget.TextView"", ""bounds"": ""[42,1876][1038,2004]""}, {}]","['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[2]']",fox,fox,atm,['id@com.foxnews.android:id/settings_bttn'],[],"['id@com.foxnews.android:id/navbar_for_you', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[2]']",[],1,0,2,0,1.0,0.3333333333333333,0.3333333333333333,2.0
<fox.RepresentativeTests: void testCategory()>,"['id@com.foxnews.android:id/navbar_browse', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.TextView[1]']","[{}, {""id"": """", ""class"": ""android.widget.TextView"", ""bounds"": ""[0,517][1080,663]""}]","['id@com.foxnews.android:id/navbar_browse', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.TextView[1]']",fox,fox,atm,[],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.TextView[1]'],['id@com.foxnews.android:id/navbar_browse'],[],0,1,1,0,0.0,0.0,0.0,1.0
<fox.RepresentativeTests: void testContact()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[10]']","[{}, {""id"": ""com.foxnews.android:id/settings_bttn"", ""class"": ""android.widget.TextView"", ""bounds"": ""[42,1876][1038,2004]""}, {}]","['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[10]']",fox,fox,atm,['id@com.foxnews.android:id/settings_bttn'],[],"['id@com.foxnews.android:id/navbar_for_you', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[10]']",[],1,0,2,0,1.0,0.3333333333333333,0.3333333333333333,2.0
<fox.RepresentativeTests: void testHelp()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[3]']","[{}, {""id"": ""com.foxnews.android:id/settings_bttn"", ""class"": ""android.widget.TextView"", ""bounds"": ""[42,1876][1038,2004]""}, {}]","['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[3]']",fox,fox,atm,['id@com.foxnews.android:id/settings_bttn'],[],"['id@com.foxnews.android:id/navbar_for_you', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[3]']",[],1,0,2,0,1.0,0.3333333333333333,0.3333333333333333,2.0
<fox.RepresentativeTests: void testMenu()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn']","[{}, {""id"": ""com.foxnews.android:id/settings_bttn"", ""class"": ""android.widget.TextView"", ""bounds"": ""[42,1876][1038,2004]""}]","['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn']",fox,fox,atm,['id@com.foxnews.android:id/settings_bttn'],[],['id@com.foxnews.android:id/navbar_for_you'],[],1,0,1,0,1.0,0.5,0.5,1.0
<fox.RepresentativeTests: void testTerms()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[4]']","[{}, {""id"": ""com.foxnews.android:id/settings_bttn"", ""class"": ""android.widget.TextView"", ""bounds"": ""[42,1876][1038,2004]""}, {}]","['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[4]']",fox,fox,atm,['id@com.foxnews.android:id/settings_bttn'],[],"['id@com.foxnews.android:id/navbar_for_you', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[4]']",[],1,0,2,0,1.0,0.3333333333333333,0.3333333333333333,2.0
<fox.RepresentativeTests: void testDetail()>,['id@com.foxnews.android:id/big_top_item_container'],[{}],"['id@jp.gocro.smartnews.android:id/searchTextView', 'id@jp.gocro.smartnews.android:id/search_src_text', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[1]']",fox,smartnews,atm,[],[],['id@com.foxnews.android:id/big_top_item_container'],[],0,0,1,0,NA,0.0,0.0,3.0
<fox.RepresentativeTests: void testAddBookmark()>,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save']","[{}, {}]",[],fox,smartnews,atm,[],[],['id@com.foxnews.android:id/big_top_item_container'],['id@com.foxnews.android:id/save'],0,0,1,1,NA,0.0,0.5,1.0
<fox.RepresentativeTests: void testRemoveBookmark()>,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save', 'xpath@//android.widget.ImageButton[@content-desc=""Back""]', 'id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/component_headline_item_container', 'id@com.foxnews.android:id/save']","[{}, {}, {}, {}, {}, {}]",[],fox,smartnews,atm,[],[],"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/component_headline_item_container']","['id@com.foxnews.android:id/save', 'xpath@//android.widget.ImageButton[@content-desc=""Back""]', 'id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/save']",0,0,2,4,NA,0.0,0.6666666666666666,3.0
<fox.RepresentativeTests: void testAccount()>,['id@com.foxnews.android:id/navbar_for_you'],[{}],[],fox,smartnews,atm,[],[],[],['id@com.foxnews.android:id/navbar_for_you'],0,0,0,1,NA,NA,1.0,0.0
<fox.RepresentativeTests: void testTextSize()>,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/scale_text']","[{}, {}]","['id@jp.gocro.smartnews.android:id/settingButton', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.ListView/android.widget.LinearLayout[3]', 'id@android:id/text1']",fox,smartnews,atm,[],[],"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/scale_text']",[],0,0,2,0,NA,0.0,0.0,3.0
<fox.RepresentativeTests: void testAbout()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[2]']","[{}, {}, {}]","['id@jp.gocro.smartnews.android:id/settingButton', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.ListView/android.widget.LinearLayout[10]']",fox,smartnews,atm,[],[],"['id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[2]']",['id@com.foxnews.android:id/navbar_for_you'],0,0,2,1,NA,0.0,0.3333333333333333,2.0
<fox.RepresentativeTests: void testCategory()>,"['id@com.foxnews.android:id/navbar_browse', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.TextView[1]']","[{}, {}]",['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.RelativeLayout/android.widget.HorizontalScrollView/android.widget.LinearLayout/android.view.View[1]'],fox,smartnews,atm,[],[],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.TextView[1]'],['id@com.foxnews.android:id/navbar_browse'],0,0,1,1,NA,0.0,0.5,1.0
<fox.RepresentativeTests: void testContact()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[10]']","[{}, {}, {}]","['id@jp.gocro.smartnews.android:id/settingButton', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.ListView/android.widget.LinearLayout[7]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.FrameLayout/android.widget.FrameLayout/android.webkit.WebView/android.webkit.WebView/android.view.View[1]/android.view.View[2]/android.view.View[2]/android.view.View']",fox,smartnews,atm,[],[],"['id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[10]']",['id@com.foxnews.android:id/navbar_for_you'],0,0,2,1,NA,0.0,0.3333333333333333,3.0
<fox.RepresentativeTests: void testHelp()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[3]']","[{}, {}, {}]","['id@jp.gocro.smartnews.android:id/settingButton', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.ListView/android.widget.LinearLayout[7]']",fox,smartnews,atm,[],[],"['id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[3]']",['id@com.foxnews.android:id/navbar_for_you'],0,0,2,1,NA,0.0,0.3333333333333333,2.0
<fox.RepresentativeTests: void testMenu()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn']","[{}, {}]",['id@jp.gocro.smartnews.android:id/settingButton'],fox,smartnews,atm,[],[],['id@com.foxnews.android:id/settings_bttn'],['id@com.foxnews.android:id/navbar_for_you'],0,0,1,1,NA,0.0,0.5,1.0
<fox.RepresentativeTests: void testTerms()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[4]']","[{}, {}, {}]","['id@jp.gocro.smartnews.android:id/settingButton', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.ListView/android.widget.LinearLayout[10]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.ListView/android.widget.LinearLayout[2]']",fox,smartnews,atm,[],[],"['id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[4]']",['id@com.foxnews.android:id/navbar_for_you'],0,0,2,1,NA,0.0,0.3333333333333333,3.0
<fox.RepresentativeTests: void testDetail()>,['id@com.foxnews.android:id/big_top_item_container'],[{}],"['xpath@//android.widget.ImageButton[@content-desc=""Open Menu""]', 'id@com.thomsonreuters.reuters:id/menu_actionbar_homepage_search_button', 'id@com.thomsonreuters.reuters:id/menu_search_text', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.ViewFlipper/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[1]/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout']",fox,reuters,atm,[],[],['id@com.foxnews.android:id/big_top_item_container'],[],0,0,1,0,NA,0.0,0.0,4.0
<fox.RepresentativeTests: void testAddBookmark()>,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save']","[{}, {""id"": ""com.thomsonreuters.reuters:id/menu_save"", ""class"": ""android.widget.TextView"", ""bounds"": ""[936,185][1104,353]""}]","['xpath@//android.widget.ImageButton[@content-desc=""Open Menu""]', 'id@com.thomsonreuters.reuters:id/menu_actionbar_homepage_search_button', 'id@com.thomsonreuters.reuters:id/menu_search_text', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.ViewFlipper/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[1]/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout', 'id@com.thomsonreuters.reuters:id/menu_save']",fox,reuters,atm,['id@com.foxnews.android:id/save'],[],['id@com.foxnews.android:id/big_top_item_container'],[],1,0,1,0,1.0,0.5,0.5,4.0
<fox.RepresentativeTests: void testRemoveBookmark()>,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save', 'xpath@//android.widget.ImageButton[@content-desc=""Back""]', 'id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/component_headline_item_container', 'id@com.foxnews.android:id/save']","[{}, {""id"": ""com.thomsonreuters.reuters:id/menu_save"", ""class"": ""android.widget.TextView"", ""bounds"": ""[936,185][1104,353]""}, {}, {}, {}, {""id"": ""com.thomsonreuters.reuters:id/menu_save"", ""class"": ""android.widget.TextView"", ""bounds"": ""[936,185][1104,353]""}]","['xpath@//android.widget.ImageButton[@content-desc=""Open Menu""]', 'id@com.thomsonreuters.reuters:id/menu_actionbar_homepage_search_button', 'id@com.thomsonreuters.reuters:id/menu_search_text', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.ViewFlipper/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[1]/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout', 'id@com.thomsonreuters.reuters:id/menu_save', 'xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@//android.widget.ImageButton[@content-desc=""Open Menu""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout[2]/android.widget.LinearLayout/android.widget.ExpandableListView/android.widget.FrameLayout[7]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout/android.widget.ViewFlipper/android.view.ViewGroup/android.widget.ViewFlipper/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout', 'xpath@/android.widget.TextView[@content-desc=""Save""]']",fox,reuters,atm,"['id@com.foxnews.android:id/save', 'id@com.foxnews.android:id/save']",[],"['id@com.foxnews.android:id/big_top_item_container', 'xpath@//android.widget.ImageButton[@content-desc=""Back""]', 'id@com.foxnews.android:id/component_headline_item_container']",['id@com.foxnews.android:id/navbar_for_you'],2,0,3,1,1.0,0.4,0.5,9.0
<fox.RepresentativeTests: void testAccount()>,['id@com.foxnews.android:id/navbar_for_you'],[{}],[],fox,reuters,atm,[],[],[],['id@com.foxnews.android:id/navbar_for_you'],0,0,0,1,NA,NA,1.0,0.0
<fox.RepresentativeTests: void testTextSize()>,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/scale_text']","[{}, {}]","['id@com.thomsonreuters.reuters:id/stream_large_item_view_image', 'xpath@//android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]']",fox,reuters,atm,[],[],['id@com.foxnews.android:id/big_top_item_container'],['id@com.foxnews.android:id/scale_text'],0,0,1,1,NA,0.0,0.5,3.0
<fox.RepresentativeTests: void testAbout()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[2]']","[{}, {""id"": ""com.thomsonreuters.reuters:id/list_item_collection_name"", ""class"": ""android.widget.TextView"", ""bounds"": ""[0,1779][1216,1919]""}, {}]","['xpath@//android.widget.ImageButton[@content-desc=""Open Menu""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.support.v4.widget.DrawerLayout/android.widget.FrameLayout[2]/android.widget.LinearLayout/android.widget.ExpandableListView/android.widget.FrameLayout[9]']",fox,reuters,atm,[],['id@com.foxnews.android:id/settings_bttn'],[],"['id@com.foxnews.android:id/navbar_for_you', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[2]']",0,1,0,2,0.0,NA,0.6666666666666666,2.0
