method,src_events,transferred,gt_events,source,target,gui_mapper,correct,incorrect,missed,nonExist,num_correct,num_incorrect,num_missed,num_nonExist,accuracy_precision,accuracy_recall,accuracy,distance
<GoogleExpress.RepresentativeTests: void testDetail()>,"['id@com.google.android.apps.shopping.express:id/open_search_bar_text_view', 'id@com.google.android.apps.shopping.express:id/open_search_view_edit_text', 'id@com.google.android.apps.shopping.express:id/srp_grid_product_card_image']","[{}, {}, {""id"": ""com.zappos.android.sixpmFlavor:id/square_network_image"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[122,576][598,1108]""}]","['id@com.zappos.android.sixpmFlavor:id/menu_search', 'id@com.zappos.android.sixpmFlavor:id/search_src_text', 'id@com.zappos.android.sixpmFlavor:id/search_filter_done_btn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.slidingpanelayout.widget.SlidingPaneLayout/android.widget.FrameLayout/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[1]/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ImageView']",googleshopping,6pm,atm,[],['id@com.google.android.apps.shopping.express:id/srp_grid_product_card_image'],"['id@com.google.android.apps.shopping.express:id/open_search_bar_text_view', 'id@com.google.android.apps.shopping.express:id/open_search_view_edit_text']",[],0,1,2,0,0.0,0.0,0.0,4.0
<GoogleExpress.RepresentativeTests: void testAddCart()>,"['id@com.google.android.apps.shopping.express:id/open_search_bar_text_view', 'id@com.google.android.apps.shopping.express:id/open_search_view_edit_text', 'id@com.google.android.apps.shopping.express:id/cart_action_button']","[{}, {}, {}]","['id@com.zappos.android.sixpmFlavor:id/menu_search', 'id@com.zappos.android.sixpmFlavor:id/search_src_text', 'id@com.zappos.android.sixpmFlavor:id/search_filter_done_btn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.slidingpanelayout.widget.SlidingPaneLayout/android.widget.FrameLayout/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[1]/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ImageView', 'id@com.zappos.android.sixpmFlavor:id/add_to_cart_fab']",googleshopping,6pm,atm,[],[],"['id@com.google.android.apps.shopping.express:id/open_search_bar_text_view', 'id@com.google.android.apps.shopping.express:id/open_search_view_edit_text', 'id@com.google.android.apps.shopping.express:id/cart_action_button']",[],0,0,3,0,NA,0.0,0.0,5.0
<GoogleExpress.RepresentativeTests: void testCart()>,"['id@com.google.android.apps.shopping.express:id/open_search_bar_text_view', 'id@com.google.android.apps.shopping.express:id/open_search_view_edit_text', 'id@com.google.android.apps.shopping.express:id/cart_action_button', 'id@com.google.android.apps.shopping.express:id/cart_action_icon', 'id@com.google.android.apps.shopping.express:id/move_to_shopping_list']","[{}, {}, {}, {""id"": ""com.zappos.android.sixpmFlavor:id/icon"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[1125,181][1300,356]""}, {""id"": ""com.zappos.android.sixpmFlavor:id/action_save_to_list"", ""class"": ""android.widget.TextView"", ""bounds"": ""[789,185][957,353]""}]","['id@com.zappos.android.sixpmFlavor:id/menu_search', 'id@com.zappos.android.sixpmFlavor:id/search_src_text', 'id@com.zappos.android.sixpmFlavor:id/search_filter_done_btn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.slidingpanelayout.widget.SlidingPaneLayout/android.widget.FrameLayout/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[1]/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ImageView', 'id@com.zappos.android.sixpmFlavor:id/add_to_cart_fab', 'id@com.zappos.android.sixpmFlavor:id/icon', 'id@com.zappos.android.sixpmFlavor:id/menu_remove_all', 'id@android:id/button1']",googleshopping,6pm,atm,['id@com.google.android.apps.shopping.express:id/cart_action_icon'],['id@com.google.android.apps.shopping.express:id/move_to_shopping_list'],"['id@com.google.android.apps.shopping.express:id/open_search_bar_text_view', 'id@com.google.android.apps.shopping.express:id/open_search_view_edit_text', 'id@com.google.android.apps.shopping.express:id/cart_action_button']",[],1,1,3,0,0.5,0.25,0.2,7.0
<GoogleExpress.RepresentativeTests: void testTerms()>,"['id@com.google.android.apps.shopping.express:id/navigation_action_account', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v7.widget.RecyclerView/android.support.v7.widget.LinearLayoutCompat[5]/android.widget.CheckedTextView', 'xpath@//android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[5]/android.widget.LinearLayout']","[{}, {}, {""id"": """", ""class"": ""android.widget.ImageView"", ""bounds"": ""[1300,185][1440,353]""}, {}]","['xpath@//android.widget.ImageButton[@content-desc=""Open navigation drawer""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/androidx.appcompat.widget.LinearLayoutCompat[6]', 'xpath@//android.widget.TextView[@text=""More Info""]', 'xpath@//android.widget.TextView[@text=""Terms of Use""]']",googleshopping,6pm,atm,[],"['xpath@//android.widget.ImageView[@content-desc=""More options""]']","['id@com.google.android.apps.shopping.express:id/navigation_action_account', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v7.widget.RecyclerView/android.support.v7.widget.LinearLayoutCompat[5]/android.widget.CheckedTextView', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[5]/android.widget.LinearLayout']",[],0,1,3,0,0.0,0.0,0.0,4.0
<FiveMiles.RepresentativeTests: void testSignIn()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login']","[{""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_email"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,626][1384,764]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_password"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,799][1384,937]""}, {""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}]","['id@com.groupon:id/done', 'id@com.groupon:id/fragment_log_in_sign_up_email', 'id@com.groupon:id/fragment_log_in_sign_up_password', 'id@com.groupon:id/fragment_log_in_sign_up_groupon_button']",5miles,groupon,atm,"['id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_login']",[],[],2,2,0,0,0.5,1.0,0.5,1.0
<FiveMiles.RepresentativeTests: void testSignUp()>,"['id@com.thirdrock.fivemiles:id/sign_up', 'id@com.thirdrock.fivemiles:id/login_first_name', 'id@com.thirdrock.fivemiles:id/login_last_name', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/register_register']","[{""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_name"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,626][1384,764]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_name"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,626][1384,764]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_email"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,626][1384,764]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_password"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,799][1384,937]""}, {}]","['id@com.groupon:id/done', 'xpath@//android.widget.TextView[@text=""NEW USER""]', 'id@com.groupon:id/fragment_log_in_sign_up_name', 'id@com.groupon:id/fragment_log_in_sign_up_email', 'id@com.groupon:id/fragment_log_in_sign_up_password', 'id@com.groupon:id/fragment_log_in_sign_up_groupon_button']",5miles,groupon,atm,"['id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']","['id@com.thirdrock.fivemiles:id/sign_up', 'id@com.thirdrock.fivemiles:id/login_first_name', 'id@com.thirdrock.fivemiles:id/login_last_name']",['id@com.thirdrock.fivemiles:id/register_register'],[],2,3,1,0,0.4,0.6666666666666666,0.3333333333333333,2.0
<FiveMiles.RepresentativeTests: void testAbout()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_setting', 'id@com.thirdrock.fivemiles:id/setting_aboutus']","[{""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_email"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,626][1384,764]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_password"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,799][1384,937]""}, {""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {}, {}, {}]","['xpath@//android.widget.Button[@text=""Just show me the deals""]', 'id@com.groupon:id/my_stuff', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.viewpager.widget.ViewPager/android.widget.RelativeLayout/android.view.ViewGroup/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[5]/android.widget.FrameLayout']",5miles,groupon,atm,"['id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_login']","['id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_setting', 'id@com.thirdrock.fivemiles:id/setting_aboutus']",[],2,2,3,0,0.5,0.4,0.2857142857142857,5.0
<FiveMiles.RepresentativeTests: void testAccount()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_edit_profile']","[{""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_email"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,626][1384,764]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_password"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,799][1384,937]""}, {""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {}, {}]","['id@com.groupon:id/done', 'id@com.groupon:id/fragment_log_in_sign_up_email', 'id@com.groupon:id/fragment_log_in_sign_up_password', 'id@com.groupon:id/fragment_log_in_sign_up_groupon_button', 'id@com.groupon:id/my_stuff']",5miles,groupon,atm,"['id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_login']","['id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_edit_profile']",[],2,2,2,0,0.5,0.5,0.3333333333333333,2.0
<FiveMiles.RepresentativeTests: void testCategory()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.TabHost/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.TextView']","[{""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_email"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,626][1384,764]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_password"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,799][1384,937]""}, {""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {}, {}]","['xpath@//android.widget.Button[@text=""Just show me the deals""]', 'id@com.groupon:id/category_icon', 'id@com.groupon:id/categoryCardContentContainer']",5miles,groupon,atm,"['id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_login']","['id@com.thirdrock.fivemiles:id/main_tab_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.TabHost/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.TextView']",[],2,2,2,0,0.5,0.5,0.3333333333333333,5.0
<FiveMiles.RepresentativeTests: void testHelp()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_help']","[{""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_email"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,626][1384,764]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_password"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,799][1384,937]""}, {""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {}, {}]","['xpath@//android.widget.Button[@text=""Just show me the deals""]', 'id@com.groupon:id/my_stuff', 'xpath@//android.widget.TextView[@text=""Customer Support""]']",5miles,groupon,atm,"['id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_login']","['id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_help']",[],2,2,2,0,0.5,0.5,0.3333333333333333,5.0
<FiveMiles.RepresentativeTests: void testMenu()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile']","[{""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_email"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,626][1384,764]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_password"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,799][1384,937]""}, {""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {}]","['xpath@//android.widget.Button[@text=""Just show me the deals""]', 'id@com.groupon:id/my_stuff']",5miles,groupon,atm,"['id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_login']",['id@com.thirdrock.fivemiles:id/main_tab_profile'],[],2,2,1,0,0.5,0.6666666666666666,0.4,4.0
<FiveMiles.RepresentativeTests: void testSearch()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/lbl_search', 'id@com.thirdrock.fivemiles:id/edt_keyword_search']","[{""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_email"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,626][1384,764]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_password"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,799][1384,937]""}, {""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {}, {""id"": ""com.groupon:id/search_edittext"", ""class"": ""android.widget.EditText"", ""bounds"": ""[364,199][953,339]""}]","['xpath@//android.widget.Button[@text=""Just show me the deals""]', 'id@com.groupon:id/global_search_button_text', 'id@com.groupon:id/search_edittext']",5miles,groupon,atm,"['id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/edt_keyword_search']","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_login']",['id@com.thirdrock.fivemiles:id/lbl_search'],[],3,2,1,0,0.6,0.75,0.5,4.0
<FiveMiles.RepresentativeTests: void testFilter()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/lbl_search', 'id@com.thirdrock.fivemiles:id/edt_keyword_search', 'id@com.thirdrock.fivemiles:id/ic_filter', 'id@com.thirdrock.fivemiles:id/txt_sort_order', 'id@com.thirdrock.fivemiles:id/cbx_sort_price_asc', 'id@com.thirdrock.fivemiles:id/btn_save_filter']","[{""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_email"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,626][1384,764]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_password"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,799][1384,937]""}, {""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {}, {""id"": ""com.groupon:id/search_edittext"", ""class"": ""android.widget.EditText"", ""bounds"": ""[364,199][953,339]""}, {}, {""id"": """", ""class"": ""android.widget.TextView"", ""bounds"": ""[759,395][1061,521]""}, {}, {""id"": ""com.groupon:id/filter_sheet_background_click_interceptor"", ""class"": ""android.view.View"", ""bounds"": ""[0,367][1440,2582]""}]","['xpath@//android.widget.Button[@text=""Just show me the deals""]', 'id@com.groupon:id/global_search_button_text', 'id@com.groupon:id/search_edittext', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.viewpager.widget.ViewPager/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.HorizontalScrollView/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.TextView[5]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.viewpager.widget.ViewPager/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.LinearLayout/android.widget.RelativeLayout[2]/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[2]', 'id@com.groupon:id/done_button']",5miles,groupon,atm,"['id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/edt_keyword_search']","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/txt_sort_order', 'id@com.thirdrock.fivemiles:id/btn_save_filter']","['id@com.thirdrock.fivemiles:id/lbl_search', 'id@com.thirdrock.fivemiles:id/cbx_sort_price_asc']",['id@com.thirdrock.fivemiles:id/ic_filter'],3,4,2,1,0.42857142857142855,0.6,0.4,7.0
<FiveMiles.RepresentativeTests: void testDetail()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/lbl_search', 'id@com.thirdrock.fivemiles:id/edt_keyword_search', 'id@com.thirdrock.fivemiles:id/home_location_item_image']","[{""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_email"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,626][1384,764]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_password"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,799][1384,937]""}, {""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {}, {""id"": ""com.groupon:id/search_edittext"", ""class"": ""android.widget.EditText"", ""bounds"": ""[364,199][953,339]""}, {""id"": ""com.groupon:id/location_text_view"", ""class"": ""android.widget.TextView"", ""bounds"": ""[1031,199][1216,339]""}]","['xpath@//android.widget.Button[@text=""Just show me the deals""]', 'id@com.groupon:id/global_search_button_text', 'id@com.groupon:id/search_edittext', 'id@com.groupon:id/deal_image']",5miles,groupon,atm,"['id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/edt_keyword_search']","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/home_location_item_image']",['id@com.thirdrock.fivemiles:id/lbl_search'],[],3,3,1,0,0.5,0.75,0.42857142857142855,5.0
<FiveMiles.RepresentativeTests: void testAddress()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_edit_profile', 'id@com.thirdrock.fivemiles:id/my_profile_shipping_address', 'xpath@//android.view.View[@text=""Add new address""]']","[{""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_email"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,626][1384,764]""}, {""id"": ""com.groupon:id/fragment_log_in_sign_up_password"", ""class"": ""android.widget.EditText"", ""bounds"": ""[56,799][1384,937]""}, {""id"": ""com.groupon:id/done"", ""class"": ""android.widget.Button"", ""bounds"": ""[195,2005][1245,2173]""}, {}, {}, {}, {}]",[],5miles,groupon,atm,"['id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_login']","['id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_edit_profile']","['id@com.thirdrock.fivemiles:id/my_profile_shipping_address', 'xpath@//android.view.View[@text=""Add new address""]']",2,2,2,2,0.5,0.5,0.5,6.0
