id,xpath,class,canonical,current Activity,next Activity,type,additional info
com.thirdrock.fivemiles:id/profile_help,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.TabHost/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.RelativeLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[5]/android.widget.LinearLayout[1],android.widget.LinearLayout,help,com.insthub.fivemiles.Activity.MainTabActivity,.FmWebActivity,assertion,
com.thirdrock.fivemiles:id/lbl_search,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.TabHost/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.LinearLayout/android.view.ViewGroup/android.widget.RelativeLayout/android.widget.RelativeLayout/android.widget.TextView[2],android.widget.TextView,search,com.insthub.fivemiles.Activity.MainTabActivity,.search.KeyWordAndUserSearchActivity,assertion,Can be transition
com.thirdrock.fivemiles:id/edt_keyword_search,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.LinearLayout/android.widget.LinearLayout/android.view.ViewGroup/android.widget.LinearLayout/android.widget.EditText,android.widget.EditText,search_bar,.search.KeyWordAndUserSearchActivity,.search.SearchResultActivity,input,Can be transition
com.thirdrock.fivemiles:id/ic_filter,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.view.ViewGroup/android.widget.RelativeLayout/android.widget.FrameLayout[2]/android.widget.ImageView,android.widget.ImageView,filter,.search.SearchResultActivity,.search.SearchResultActivity,assertion,
com.thirdrock.fivemiles:id/cbx_sort_price_asc,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.ScrollView/android.widget.LinearLayout/android.view.ViewGroup/android.widget.RadioButton[4],android.widget.RadioButton,filter_price,.main.home.filter.FilterActivity,.main.home.filter.PriceRangeActivity,assertion,
com.thirdrock.fivemiles:id/btn_save_filter,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.Button,android.widget.Button,filter_done,.main.home.filter.FilterActivity,.search.SearchResultActivity,assertion,
com.thirdrock.fivemiles:id/home_location_item_image,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.view.ViewGroup/android.widget.FrameLayout/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[2]/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ImageView,android.widget.ImageView,item_1,.search.SearchResultActivity,.item.ItemActivity,assertion,
com.thirdrock.fivemiles:id/btn_make_offer,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.Button[1],android.widget.Button,add_cart,.item.ItemActivity,.item.ItemActivity,assertion,
,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.LinearLayout[4],android.widget.LinearLayout,legal,.settings.SettingActivity,.FmWebActivity,assertion,
com.thirdrock.fivemiles:id/sign_in,,,home_signin,.WelcomeActivity,.login.EmailLoginActivity,,
com.thirdrock.fivemiles:id/login_last_name,,,signup_lastname,.login.RegisterActivity,.login.RegisterActivity,,
com.thirdrock.fivemiles:id/profile_edit_profile,,,menu_account,.MainTabActivity,.MainTabActivity,,
com.thirdrock.fivemiles:id/txt_sort_order,,,filter_sort,.main.home.filter.DynamicFilterActivity,com.thirdrock.framework.common.SelectionListActivity,,
com.thirdrock.fivemiles:id/my_profile_shipping_address,,,account_address,.MyProfileActivity,.FmWebActivity,,
,"//android.view.View[@text=""Add new address""]",,address_add,.FmWebActivity,.FmWebActivity,,
