id,xpath,class,canonical,current Activity,next Activity,type,additional info
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/androidx.appcompat.widget.LinearLayoutCompat[6],androidx.appcompat.widget.LinearLayoutCompat,menu_settings,com.zappos.android.activities.HomeActivity,com.zappos.android.activities.SettingsActivity,transition,
,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[7]/android.widget.RelativeLayout,android.widget.RelativeLayout,about,com.zappos.android.activities.SettingsActivity,,assertion,
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/androidx.appcompat.widget.LinearLayoutCompat[3],androidx.appcompat.widget.LinearLayoutCompat,menu_account,com.zappos.android.activities.HomeActivity,com.zappos.android.activities.MyAccountActivity,assertion,
com.zappos.android.sixpmFlavor:id/my_account_shipping,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.ScrollView/android.widget.LinearLayout/android.widget.TextView[4],android.widget.TextView,account_address,com.zappos.android.activities.MyAccountActivity,,assertion,
com.zappos.android.sixpmFlavor:id/generic_add_to_fab,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.ImageButton,android.widget.ImageButton,address_add,com.zappos.android.activities.MyAccountActivity,,assertion,
com.zappos.android.sixpmFlavor:id/add_update_shipping_address_address_line_1,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.LinearLayout/android.widget.LinearLayout[3]/android.widget.FrameLayout/android.widget.EditText,android.widget.EditText,address_street,com.zappos.android.activities.MyAccountActivity,,input,
com.zappos.android.sixpmFlavor:id/add_update_save_btn,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.widget.Button[2],android.widget.Button,address_save,com.zappos.android.activities.MyAccountActivity,,assertion,
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.ScrollView/android.widget.LinearLayout/android.view.ViewGroup/android.widget.LinearLayout/android.view.ViewGroup/android.widget.TextView[2],android.widget.TextView,category,com.zappos.android.activities.HomeActivity,com.zappos.android.activities.DepartmentsActivity,transition,
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[1]/android.widget.ImageView,android.widget.ImageView,cat_1,com.zappos.android.activities.DepartmentsActivity,,assertion,
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/androidx.appcompat.widget.LinearLayoutCompat[5],androidx.appcompat.widget.LinearLayoutCompat,contact,com.zappos.android.activities.HomeActivity,,assertion,
,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[8]/android.widget.RelativeLayout,android.widget.RelativeLayout,help,com.zappos.android.activities.SettingsActivity,,assertion,
com.zappos.android.sixpmFlavor:id/menu_search,"//android.widget.TextView[@content-desc=""Search""]",android.widget.TextView,search,com.zappos.android.activities.HomeActivity,,assertion,Can be transition
com.zappos.android.sixpmFlavor:id/search_src_text,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.view.ViewGroup/androidx.appcompat.widget.LinearLayoutCompat/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout[1]/android.widget.EditText,android.widget.EditText,search_bar,com.zappos.android.activities.HomeActivity,com.zappos.android.activities.SearchActivity,input,Can be transition
com.zappos.android.sixpmFlavor:id/search_filter_done_btn,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.slidingpanelayout.widget.SlidingPaneLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.widget.Button[2],android.widget.Button,search_filter_done,com.zappos.android.activities.SearchActivity,com.zappos.android.activities.SearchActivity,transition,"""Enter"" key brings up filter for some reason so I get rid of it; same activity!"
com.zappos.android.sixpmFlavor:id/menu_sort,"//android.widget.TextView[@content-desc=""Sort""]",android.widget.TextView,filter_sort,com.zappos.android.activities.SearchActivity,,assertion,
,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.appcompat.widget.LinearLayoutCompat/android.widget.FrameLayout/android.widget.ListView/android.widget.CheckedTextView[1],android.widget.CheckedTextView,filter_price,com.zappos.android.activities.SearchActivity,,assertion,
android:id/button1,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.appcompat.widget.LinearLayoutCompat/android.widget.ScrollView/android.widget.LinearLayout/android.widget.Button[3],android.widget.Button,filter_done,com.zappos.android.activities.SearchActivity,,assertion,
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.slidingpanelayout.widget.SlidingPaneLayout/android.widget.FrameLayout/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[1]/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ImageView,android.widget.ImageView,item_1,com.zappos.android.activities.SearchActivity,com.zappos.android.activities.ProductActivity,assertion,Can be transition
com.zappos.android.sixpmFlavor:id/add_to_cart_fab,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout[2]/android.widget.FrameLayout/android.widget.ImageButton,android.widget.ImageButton,add_cart,com.zappos.android.activities.ProductActivity,,assertion,Can be transition
com.zappos.android.sixpmFlavor:id/icon,"//android.widget.FrameLayout[@content-desc=""Shopping bag""]/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ImageView",android.widget.ImageView,cart,com.zappos.android.activities.ProductActivity,,assertion,Can be many activities
com.zappos.android.sixpmFlavor:id/menu_remove_all,"//android.widget.TextView[@content-desc=""Clear""]",android.widget.TextView,cart_remove,com.zappos.android.activities.ProductActivity,,assertion,Can be many activities
,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[9]/android.widget.RelativeLayout,android.widget.RelativeLayout,settings_more,com.zappos.android.activities.SettingsActivity,com.zappos.android.activities.SettingsActivity,transition,"""More Info"" in settings; same activity!"
,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[8]/android.widget.RelativeLayout,android.widget.RelativeLayout,legal,com.zappos.android.activities.SettingsActivity,,assertion,
