id,xpath,class,canonical,current Activity,next Activity,type,additional info
com.alibaba.aliexpresshd:id/et_password,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[1]/android.widget.RelativeLayout[4]/android.widget.EditText,android.widget.EditText,signup_password,.auth.user.ui.AliLoginActivity,,input,
com.alibaba.aliexpresshd:id/rl_ali_register_btn,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[1]/android.widget.RelativeLayout[6],android.widget.RelativeLayout,sign_up,.auth.user.ui.AliLoginActivity,,assertion,
com.alibaba.aliexpresshd:id/left_action,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.LinearLayout/android.widget.RelativeLayout/android.widget.FrameLayout[1]/android.widget.RelativeLayout/android.widget.ImageButton[1],android.widget.ImageButton,menu,.module.home.MainActivity,,assertion,Can be many activities; can be transition
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout[2]/android.widget.LinearLayout/android.widget.RelativeLayout[10],android.widget.ImageView,menu_settings,.module.home.MainActivity,.module.common.SettingsActivity,transition,
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout[2]/android.widget.LinearLayout/android.widget.RelativeLayout[10],android.widget.ImageView,about,,.module.common.SettingsActivity,assertion,About info is on settings; same mapping?
com.alibaba.aliexpresshd:id/profile_image,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.ImageView,android.widget.ImageView,menu_account,.module.account.MyAccountActivity,.module.account.MyAccountActivity,assertion,Can be many activities
com.alibaba.aliexpresshd:id/iv_shipping_address,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout[3]/android.widget.LinearLayout/android.widget.RelativeLayout[3]/android.widget.ImageView[1],android.widget.ImageView,account_address,.module.account.MyAccountActivity,,assertion,
com.alibaba.aliexpresshd:id/ll_add_address,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.ListView/android.widget.LinearLayout/android.widget.LinearLayout,android.widget.LinearLayout,address_add,.module.profile.MyShippingAddressActivity,,assertion,
,??,,address_street,,,input,locked out of account...
,??,,address_save,,,assertion,locked out of account...
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[3]/android.widget.FrameLayout/android.widget.LinearLayout/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]/android.widget.TextView,android.widget.TextView,category,.module.home.MainActivity,.module.product.SearchCategoryNaviActivity,transition,
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[2]/android.widget.RelativeLayout/android.widget.FrameLayout[1]/android.widget.RelativeLayout/android.widget.LinearLayout,android.widget.LinearLayout,cat_1,.module.product.SearchCategoryNaviActivity,,assertion,
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout[2]/android.widget.LinearLayout/android.widget.RelativeLayout[12],android.widget.RelativeLayout,contact,.module.home.MainActivity,,assertion,Can be many activities
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout[2]/android.widget.LinearLayout/android.widget.RelativeLayout[13],com.alibaba.aliexpresshd,help,.module.home.MainActivity,,assertion,Can be many activities
com.alibaba.aliexpresshd:id/search_hint,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.LinearLayout/android.widget.RelativeLayout/android.widget.FrameLayout[1]/android.widget.RelativeLayout/android.widget.TextView,android.widget.TextView,search,.module.home.MainActivity,.module.product.SearchActivity,assertion,Can be transition
com.alibaba.aliexpresshd:id/abs__search_src_text,"//android.widget.EditText[@content-desc=""Search query""]",android.widget.EditText,search_bar,.module.product.SearchActivity,.module.product.ProductListActivity,input,Can be transition
com.alibaba.aliexpresshd:id/tv_spinner_item,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.Spinner/android.widget.LinearLayout/android.widget.TextView,android.widget.TextView,filter_sort,.module.product.ProductListActivity,,assertion,
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[2],android.widget.LinearLayout,filter_price,.module.product.ProductListActivity,,assertion,
com.alibaba.aliexpresshd:id/riv_productsummary_img,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.RelativeLayout[1]/android.widget.RelativeLayout/android.widget.ImageView,android.widget.ImageView,item_1,.module.product.ProductListActivity,.module.product.detail.ProductDetailActivity,assertion,Can be transition
com.alibaba.aliexpresshd:id/ll_addToCart,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.LinearLayout[4]/android.widget.RelativeLayout/android.widget.LinearLayout/android.widget.LinearLayout[2],android.widget.LinearLayout,add_cart,.module.product.detail.ProductDetailActivity,,assertion,Can be transition
com.alibaba.aliexpresshd:id/menu_shopcart,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.LinearLayoutCompat/android.widget.FrameLayout,android.widget.FrameLayout,cart,.module.product.ProductListActivity,.module.shopcart.ShopingCartActivity,assertion,
com.alibaba.aliexpresshd:id/select_all,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.view.ViewGroup/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.CheckBox,android.widget.CheckBox,cart_select,.module.shopcart.ShopingCartActivity,,assertion,
com.alibaba.aliexpresshd:id/menu_delete,"//android.widget.TextView[@content-desc=""Delete""]",android.widget.TextView,cart_remove,.module.shopcart.ShopingCartActivity,,assertion,
com.alibaba.aliexpresshd:id/rl_privacy_policy_settings,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.RelativeLayout[7],android.widget.RelativeLayout,legal,.module.common.SettingsActivity,,assertion,
