id,xpath,class,canonical,current Activity,next Activity,type,additional info
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[2]/android.widget.ImageView,android.widget.ImageView,menu_account,.ui.homescreen.HomescreenTabsActivity,,assertion,Can be many activities
com.etsy.android:id/menu_search,"//android.widget.TextView[@content-desc=""Search Button""]",android.widget.TextView,search,.ui.homescreen.HomescreenTabsActivity,.ui.search.v2.SearchV2Activity,assertion,Can be transition
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]/android.widget.TextView,android.widget.TextView,cat_1,.ui.search.v2.SearchV2Activity,.ui.search.v2.SearchV2Activity,assertion,
,"//android.view.View[@content-desc=""Read our help page""]",android.view.View,help,.ui.EtsyWebActivity,,assertion,
com.etsy.android:id/search_src_text,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.view.ViewGroup/android.widget.RelativeLayout/android.support.v7.widget.LinearLayoutCompat/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout[1]/android.widget.EditText,android.widget.EditText,search_bar,.ui.search.v2.SearchV2Activity,,input,Can be transition
com.etsy.android:id/filters_text_view,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.LinearLayout/android.widget.TextView,android.widget.TextView,filter,.ui.search.v2.SearchV2Activity,,assertion,
com.etsy.android:id/search_filters_sort_by_text,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.TextView[2],android.widget.TextView,filter_sort,.ui.search.v2.SearchV2Activity,,assertion,
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[4]/android.widget.TextView,android.widget.TextView,filter_price,.ui.search.v2.SearchV2Activity,,assertion,
,"(//android.widget.ImageView[@content-desc=""Favorite""])[2]",android.widget.ImageView,filter_done,.ui.search.v2.SearchV2Activity,,assertion,
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[3]/android.view.ViewGroup/android.widget.ImageView[1],android.widget.ImageView,item_1,.ui.search.v2.SearchV2Activity,ui.core.CoreActivity,assertion,Can be transition
com.etsy.android:id/button_cart,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.Button,android.widget.Button,add_cart,ui.core.CoreActivity,,assertion,Can be transition
com.etsy.android:id/cart_icon,"//android.widget.ImageView[@content-desc=""shopping cart button""]",android.widget.ImageView,cart,ui.core.CoreActivity,,assertion,Can be many activities
com.etsy.android:id/btn_remove,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.support.v7.widget.RecyclerView/android.widget.RelativeLayout[2]/android.widget.LinearLayout[2]/android.widget.Button[2],android.widget.Button,cart_remove,.ui.cart.CartWithSavedActivity,,assertion,
com.etsy.android:id/legal_row,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.TextView[3],android.widget.TextView,legal,.ui.user.SettingsActivity,,assertion,
com.etsy.android:id/edit_first_name,,,signup_firstname,,,,
com.etsy.android:id/edit_last_name,,,signup_lastname,,,,
