id,xpath,class,canonical,current Activity,next Activity,type,additional info
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout[2]/android.widget.LinearLayout/android.widget.RelativeLayout[12],android.widget.RelativeLayout,contact,.module.home.MainActivity,.module.webview.SimpleWebViewActivity,assertion,Can be many activities
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout[2]/android.widget.LinearLayout/android.widget.RelativeLayout[13],com.alibaba.aliexpresshd,help,.module.home.MainActivity,.module.webview.SimpleWebViewActivity,assertion,Can be many activities
com.alibaba.aliexpresshd:id/search_hint,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.LinearLayout/android.widget.RelativeLayout/android.widget.FrameLayout[1]/android.widget.RelativeLayout/android.widget.TextView,android.widget.TextView,search,.module.home.MainActivity,.module.product.SearchActivity,assertion,Can be transition
com.alibaba.aliexpresshd:id/abs__search_src_text,"//android.widget.EditText[@content-desc=""Search query""]",android.widget.EditText,search_bar,.module.product.SearchActivity,.module.product.ProductListActivity,input,Can be transition
com.alibaba.aliexpresshd:id/tv_spinner_item,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.Spinner/android.widget.LinearLayout/android.widget.TextView,android.widget.TextView,filter_sort,.module.product.ProductListActivity,,assertion,
,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[2],android.widget.LinearLayout,filter_price,.module.product.ProductListActivity,,assertion,
com.alibaba.aliexpresshd:id/riv_productsummary_img,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.RelativeLayout[1]/android.widget.RelativeLayout/android.widget.ImageView,android.widget.ImageView,item_1,.module.product.ProductListActivity,.module.product.detail.ProductDetailActivity,assertion,Can be transition
com.alibaba.aliexpresshd:id/ll_addToCart,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.LinearLayout[4]/android.widget.RelativeLayout/android.widget.LinearLayout/android.widget.LinearLayout[2],android.widget.LinearLayout,add_cart,.module.product.detail.ProductDetailActivity,,assertion,Can be transition
com.alibaba.aliexpresshd:id/menu_shopcart,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.LinearLayoutCompat/android.widget.FrameLayout,android.widget.FrameLayout,cart,.module.product.ProductListActivity,.module.shopcart.ShopingCartActivity,assertion,
com.alibaba.aliexpresshd:id/select_all,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.view.ViewGroup/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.CheckBox,android.widget.CheckBox,cart_select_all,.module.shopcart.ShopingCartActivity,,assertion,
com.alibaba.aliexpresshd:id/menu_delete,"//android.widget.TextView[@content-desc=""Delete""]",android.widget.TextView,cart_remove,.module.shopcart.ShopingCartActivity,,assertion,
com.alibaba.aliexpresshd:id/rl_privacy_policy_settings,/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.RelativeLayout[7],android.widget.RelativeLayout,legal,.module.common.SettingsActivity,.module.webview.SimpleWebViewActivity,assertion,
com.alibaba.aliexpresshd:id/navigation_my_ae,,,menu_account,.module.account.MyAccountActivity,,,
com.alibaba.aliexpresshd:id/tv_un_login,,,account_signin,.home.ui.MainActivity,com.aliexpress.sky.user.ui.SkyShellActivity,,
com.alibaba.aliexpresshd:id/tv_settings,,,menu_settings,.module.home.MainActivity,.module.common.SettingsActivity,,
com.alibaba.aliexpresshd:id/rl_version_settings,,,about,.module.common.SettingsActivity,,,
com.alibaba.aliexpresshd:id/rl_shipping_address,,,account_address,.module.settings.SettingsActivity,.module.shippingaddress.view.MyShippingAddressActivity,,
com.alibaba.aliexpresshd:id/etfwc_base_edit_text,,,contact_name,.module.settings.SettingsActivity,com.aliexpress.module.webview.SimpleWebViewActivity,,
com.alibaba.aliexpresshd:id/edit_address_tel_mobile,,,address_phone,.module.shippingaddress.view.MyShippingAddressActivity,,,
com.alibaba.aliexpresshd:id/edit_address_street_line1,,,address_street,.module.shippingaddress.view.MyShippingAddressActivity,,,
com.alibaba.aliexpresshd:id/edit_address_province,,,address_state_spinner,.module.shippingaddress.view.MyShippingAddressActivity,,,
com.alibaba.aliexpresshd:id/rb_selected_item,,,address_state,.module.shippingaddress.view.MyShippingAddressActivity,,,
com.alibaba.aliexpresshd:id/rb_selected_item,,,address_city_selection,.module.shippingaddress.view.MyShippingAddressActivity,,,
com.alibaba.aliexpresshd:id/etfwc_base_edit_text,,,address_zip,.module.shippingaddress.view.MyShippingAddressActivity,,,
com.alibaba.aliexpresshd:id/btn_address_add,,,address_save,.module.shippingaddress.view.MyShippingAddressActivity,,,
com.alibaba.aliexpresshd:id/tv_pic_text_mix_item_category_name,,,cat_1,.module.product.SearchCategoryNaviActivity,com.alibaba.aliexpress.android.search.ProductListActivity,,
com.alibaba.aliexpresshd:id/rl_account_setting,,,contact,.module.home.MainActivity,.module.webview.SimpleWebViewActivity,,
com.alibaba.aliexpresshd:id/tv_custom_service,,,help,.module.home.MainActivity,.module.webview.SimpleWebViewActivity,,
com.alibaba.aliexpresshd:id/rl_search_box,,,search,.module.home.MainActivity,.module.product.SearchActivity,,
com.alibaba.aliexpresshd:id/search_btn_filter,,,filter,com.alibaba.aliexpress.android.search.nav.SearchActivity,com.alibaba.aliexpress.android.search.ProductListActivity,,
com.alibaba.aliexpresshd:id/search_switch_btn,,,filter_rating,.module.product.ProductListActivity,,,
com.alibaba.aliexpresshd:id/rl_legal_information_settings,,,legal,.module.common.SettingsActivity,.module.webview.SimpleWebViewActivity,,
com.alibaba.aliexpresshd:id/tv_account_setting,,,menu_account,.module.account.MyAccountActivity,.module.account.MyAccountActivity,,
