id,xpath,class,canonical,current Activity,next Activity,type,additional info
com.ebay.mobile:id/textview_sign_in_status,"//android.widget.CheckedTextView[@content-desc=""yirese0,double tap to activate""]",android.widget.CheckedTextView,menu_account,.activities.MainActivity,.activities.UserDetailActivity,assertion,
,"//android.widget.TextView[@content-desc=""Categories button""]",android.widget.TextView,category,.activities.MainActivity,.categorybrowser.BrowseCategoriesActivity,transition,
,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.LinearLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[1]/android.widget.ImageView,android.widget.ImageView,cat_1,.categorybrowser.BrowseCategoriesActivity,.browse.BrowseAnswersActivity,assertion,
com.ebay.mobile:id/menuitem_help_contact,"//androidx.appcompat.widget.LinearLayoutCompat[@content-desc=""Help,double tap to activate""]",androidx.appcompat.widget.LinearLayoutCompat,help,.activities.MainActivity,.activities.OcsActivity,assertion,
com.ebay.mobile:id/search_box,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.LinearLayout/android.view.ViewGroup/android.widget.LinearLayout/android.view.ViewGroup/android.widget.LinearLayout/android.widget.TextView,android.widget.TextView,tosearch,.activities.MainActivity,.search.landing.SearchLandingPageActivity,assertion,Can be transition
com.ebay.mobile:id/search_src_text,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout[2]/android.view.ViewGroup/android.widget.RelativeLayout/androidx.appcompat.widget.LinearLayoutCompat/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.LinearLayout[1]/android.widget.EditText,android.widget.EditText,search_bar,.search.landing.SearchLandingPageActivity,.search.SearchResultFragmentActivity,input,Can be transition
com.ebay.mobile:id/button_sort,,android.widget.Button,filter_sort,.search.SearchResultFragmentActivity,,assertion,
,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.ListView/android.widget.LinearLayout[2]/android.widget.CheckedTextView,android.widget.CheckedTextView,filter_price,.search.SearchResultFragmentActivity,,assertion,
com.ebay.mobile:id/image,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.LinearLayout/android.view.ViewGroup/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.RelativeLayout[1]/android.widget.FrameLayout/android.widget.ImageView,android.widget.ImageView,item_1,.search.SearchResultFragmentActivity,.viewitem.ItemViewActivity,assertion,Can be transition
com.ebay.mobile:id/button_add_to_cart,"//android.widget.Button[@content-desc=""Add to cart""]",android.widget.Button,add_cart,.viewitem.ItemViewActivity,,assertion,Can be transition
com.ebay.mobile:id/action_view_icon,"//android.widget.ImageView[@content-desc=""shopping cart""]",android.widget.ImageView,cart,.activities.MainActivity,.shoppingcart.ShoppingCartActivity,assertion,
,/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[2]/android.widget.RelativeLayout,android.widget.RelativeLayout,legal,.settings.SettingsActivity,,assertion,
com.ebay.mobile:id/et_last_name,,,signup_lastname,.connection.idsignin.registration.view.user.RegistrationUserActivity,,input,
recommend_call_us,,,contact,.settings.SettingsActivity,.activities.OcsActivity,,
