method,src_events,transferred,gt_events,source,target,gui_mapper,correct,incorrect,missed,nonExist,num_correct,num_incorrect,num_missed,num_nonExist,accuracy_precision,accuracy_recall,accuracy,distance
<FiveMiles.RepresentativeTests: void testSignIn()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login']","[{""id"": ""com.etsy.android:id/btn_sign_in_dialog"", ""class"": ""android.widget.Button"", ""bounds"": ""[551,1117][881,1249]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/button_signin"", ""class"": ""android.widget.Button"", ""bounds"": ""[734,787][969,924]""}]","['id@com.etsy.android:id/btn_link', 'id@com.etsy.android:id/btn_sign_in_dialog', 'id@com.etsy.android:id/edit_username', 'id@com.etsy.android:id/edit_password', 'id@com.etsy.android:id/button_signin']",5miles,etsy,gtm,['id@com.thirdrock.fivemiles:id/login_login'],"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']",[],[],1,3,0,0,0.25,1.0,0.25,3.0
<FiveMiles.RepresentativeTests: void testSignUp()>,"['id@com.thirdrock.fivemiles:id/sign_up', 'id@com.thirdrock.fivemiles:id/login_first_name', 'id@com.thirdrock.fivemiles:id/login_last_name', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/register_register']","[{""id"": ""com.etsy.android:id/btn_register_dialog"", ""class"": ""android.widget.Button"", ""bounds"": ""[199,1117][529,1249]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/btn_register_dialog"", ""class"": ""android.widget.Button"", ""bounds"": ""[199,1117][529,1249]""}]","['id@com.etsy.android:id/btn_link', 'id@com.etsy.android:id/btn_register_dialog', 'id@com.etsy.android:id/edit_first_name', 'id@com.etsy.android:id/edit_last_name', 'id@com.etsy.android:id/edit_email', 'id@com.etsy.android:id/edit_username', 'id@com.etsy.android:id/edit_register_password', 'id@com.etsy.android:id/edit_password_confirm', 'id@com.etsy.android:id/button_register']",5miles,etsy,gtm,[],"['id@com.thirdrock.fivemiles:id/sign_up', 'id@com.thirdrock.fivemiles:id/login_first_name', 'id@com.thirdrock.fivemiles:id/login_last_name', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/register_register']",[],[],0,6,0,0,0.0,NA,0.0,8.0
<FiveMiles.RepresentativeTests: void testAbout()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_setting', 'id@com.thirdrock.fivemiles:id/setting_aboutus']","[{""id"": ""com.etsy.android:id/btn_sign_in_dialog"", ""class"": ""android.widget.Button"", ""bounds"": ""[551,1117][881,1249]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/button_signin"", ""class"": ""android.widget.Button"", ""bounds"": ""[734,787][969,924]""}, {}, {}, {}]","['xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]', 'id@com.etsy.android:id/about_row']",5miles,etsy,gtm,['id@com.thirdrock.fivemiles:id/login_login'],"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']","['id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_setting', 'id@com.thirdrock.fivemiles:id/setting_aboutus']",[],1,3,3,0,0.25,0.25,0.14285714285714285,5.0
<FiveMiles.RepresentativeTests: void testAccount()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_edit_profile']","[{""id"": ""com.etsy.android:id/btn_sign_in_dialog"", ""class"": ""android.widget.Button"", ""bounds"": ""[551,1117][881,1249]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/button_signin"", ""class"": ""android.widget.Button"", ""bounds"": ""[734,787][969,924]""}, {}, {}]","['id@com.etsy.android:id/btn_link', 'id@com.etsy.android:id/btn_sign_in_dialog', 'id@com.etsy.android:id/edit_username', 'id@com.etsy.android:id/edit_password', 'id@com.etsy.android:id/button_signin', 'xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[2]/android.widget.ImageView']",5miles,etsy,gtm,['id@com.thirdrock.fivemiles:id/login_login'],"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']","['id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_edit_profile']",[],1,3,2,0,0.25,0.3333333333333333,0.16666666666666666,5.0
<FiveMiles.RepresentativeTests: void testCategory()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.TabHost/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.TextView']","[{""id"": ""com.etsy.android:id/btn_sign_in_dialog"", ""class"": ""android.widget.Button"", ""bounds"": ""[551,1117][881,1249]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/button_signin"", ""class"": ""android.widget.Button"", ""bounds"": ""[734,787][969,924]""}, {}, {}]","['id@com.etsy.android:id/menu_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]/android.widget.TextView']",5miles,etsy,gtm,['id@com.thirdrock.fivemiles:id/login_login'],"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']",['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.TabHost/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.TextView'],['id@com.thirdrock.fivemiles:id/main_tab_search'],1,3,1,1,0.25,0.5,0.3333333333333333,5.0
<FiveMiles.RepresentativeTests: void testHelp()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_help']","[{""id"": ""com.etsy.android:id/btn_sign_in_dialog"", ""class"": ""android.widget.Button"", ""bounds"": ""[551,1117][881,1249]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/button_signin"", ""class"": ""android.widget.Button"", ""bounds"": ""[734,787][969,924]""}, {}, {}]","['xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]', 'id@com.etsy.android:id/about_row', 'xpath@//android.view.View[@content-desc=""Read our help page""]']",5miles,etsy,gtm,['id@com.thirdrock.fivemiles:id/login_login'],"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']","['id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_help']",[],1,3,2,0,0.25,0.3333333333333333,0.16666666666666666,5.0
<FiveMiles.RepresentativeTests: void testMenu()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile']","[{""id"": ""com.etsy.android:id/btn_sign_in_dialog"", ""class"": ""android.widget.Button"", ""bounds"": ""[551,1117][881,1249]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/button_signin"", ""class"": ""android.widget.Button"", ""bounds"": ""[734,787][969,924]""}, {}]","['xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]']",5miles,etsy,gtm,['id@com.thirdrock.fivemiles:id/login_login'],"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']",['id@com.thirdrock.fivemiles:id/main_tab_profile'],[],1,3,1,0,0.25,0.5,0.2,4.0
<FiveMiles.RepresentativeTests: void testSearch()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/lbl_search', 'id@com.thirdrock.fivemiles:id/edt_keyword_search']","[{""id"": ""com.etsy.android:id/btn_sign_in_dialog"", ""class"": ""android.widget.Button"", ""bounds"": ""[551,1117][881,1249]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/button_signin"", ""class"": ""android.widget.Button"", ""bounds"": ""[734,787][969,924]""}, {}, {}]","['id@com.etsy.android:id/menu_search', 'id@com.etsy.android:id/search_src_text']",5miles,etsy,gtm,['id@com.thirdrock.fivemiles:id/login_login'],"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']","['id@com.thirdrock.fivemiles:id/lbl_search', 'id@com.thirdrock.fivemiles:id/edt_keyword_search']",[],1,3,2,0,0.25,0.3333333333333333,0.16666666666666666,5.0
<FiveMiles.RepresentativeTests: void testFilter()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/lbl_search', 'id@com.thirdrock.fivemiles:id/edt_keyword_search', 'id@com.thirdrock.fivemiles:id/ic_filter', 'id@com.thirdrock.fivemiles:id/txt_sort_order', 'id@com.thirdrock.fivemiles:id/cbx_sort_price_asc', 'id@com.thirdrock.fivemiles:id/btn_save_filter']","[{""id"": ""com.etsy.android:id/btn_sign_in_dialog"", ""class"": ""android.widget.Button"", ""bounds"": ""[551,1117][881,1249]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/button_signin"", ""class"": ""android.widget.Button"", ""bounds"": ""[734,787][969,924]""}, {}, {}, {""id"": ""com.etsy.android:id/filters_text_view"", ""class"": ""android.widget.TextView"", ""bounds"": ""[1065,409][1384,577]""}, {}, {}, {""id"": ""com.etsy.android:id/btn_menu"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[566,1343][692,1469]""}]","['id@com.etsy.android:id/menu_search', 'id@com.etsy.android:id/search_src_text', 'id@com.etsy.android:id/filters_text_view', 'id@com.etsy.android:id/search_filters_sort_by_text', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[4]/android.widget.TextView', 'xpath@(//android.widget.ImageView[@content-desc=""Favorite""])[2]']",5miles,etsy,gtm,"['id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/ic_filter']","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/btn_save_filter']","['id@com.thirdrock.fivemiles:id/lbl_search', 'id@com.thirdrock.fivemiles:id/edt_keyword_search', 'id@com.thirdrock.fivemiles:id/txt_sort_order', 'id@com.thirdrock.fivemiles:id/cbx_sort_price_asc']",[],2,4,4,0,0.3333333333333333,0.3333333333333333,0.2,7.0
<FiveMiles.RepresentativeTests: void testDetail()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/lbl_search', 'id@com.thirdrock.fivemiles:id/edt_keyword_search', 'id@com.thirdrock.fivemiles:id/home_location_item_image']","[{""id"": ""com.etsy.android:id/btn_sign_in_dialog"", ""class"": ""android.widget.Button"", ""bounds"": ""[551,1117][881,1249]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/button_signin"", ""class"": ""android.widget.Button"", ""bounds"": ""[734,787][969,924]""}, {}, {}, {}]","['id@com.etsy.android:id/menu_search', 'id@com.etsy.android:id/search_src_text', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[3]/android.view.ViewGroup/android.widget.ImageView[1]']",5miles,etsy,gtm,['id@com.thirdrock.fivemiles:id/login_login'],"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']","['id@com.thirdrock.fivemiles:id/lbl_search', 'id@com.thirdrock.fivemiles:id/edt_keyword_search', 'id@com.thirdrock.fivemiles:id/home_location_item_image']",[],1,3,3,0,0.25,0.25,0.14285714285714285,5.0
<FiveMiles.RepresentativeTests: void testAddress()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_edit_profile', 'id@com.thirdrock.fivemiles:id/my_profile_shipping_address', 'xpath@//android.view.View[@text=""Add new address""]']","[{""id"": ""com.etsy.android:id/btn_sign_in_dialog"", ""class"": ""android.widget.Button"", ""bounds"": ""[551,1117][881,1249]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/button_signin"", ""class"": ""android.widget.Button"", ""bounds"": ""[734,787][969,924]""}, {}, {}, {}, {}]",[],5miles,etsy,gtm,['id@com.thirdrock.fivemiles:id/login_login'],"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']","['id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_edit_profile']","['id@com.thirdrock.fivemiles:id/my_profile_shipping_address', 'xpath@//android.view.View[@text=""Add new address""]']",1,3,2,2,0.25,0.3333333333333333,0.375,6.0
<FiveMiles.RepresentativeTests: void testTerms()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_setting', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.LinearLayout[4]']","[{""id"": ""com.etsy.android:id/btn_sign_in_dialog"", ""class"": ""android.widget.Button"", ""bounds"": ""[551,1117][881,1249]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/text_terms_of_use"", ""class"": ""android.widget.TextView"", ""bounds"": ""[111,1443][969,1525]""}, {""id"": ""com.etsy.android:id/button_signin"", ""class"": ""android.widget.Button"", ""bounds"": ""[734,787][969,924]""}, {}, {}, {}]","['xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]', 'id@com.etsy.android:id/legal_row']",5miles,etsy,gtm,['id@com.thirdrock.fivemiles:id/login_login'],"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']","['id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_setting', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.LinearLayout[4]']",[],1,3,3,0,0.25,0.25,0.14285714285714285,5.0
<FiveMiles.RepresentativeTests: void testSignIn()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login']","[{""id"": ""com.contextlogic.geek:id/sign_in_fragment_sign_in_button"", ""class"": ""android.widget.TextView"", ""bounds"": ""[28,524][1052,634]""}, {""id"": """", ""class"": ""android.widget.TextView"", ""bounds"": ""[28,1136][1052,1208]""}, {""id"": """", ""class"": ""android.widget.TextView"", ""bounds"": ""[28,1136][1052,1208]""}, {""id"": ""com.contextlogic.geek:id/sign_in_fragment_sign_in_button"", ""class"": ""android.widget.TextView"", ""bounds"": ""[28,524][1052,634]""}]","['id@com.contextlogic.geek:id/login_fragment_sign_in_button', 'id@com.contextlogic.geek:id/sign_in_fragment_email_text', 'id@com.contextlogic.geek:id/sign_in_fragment_password_text', 'id@com.contextlogic.geek:id/sign_in_fragment_sign_in_button']",5miles,geek,gtm,['id@com.thirdrock.fivemiles:id/login_login'],"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']",[],[],1,3,0,0,0.25,1.0,0.25,3.0
<FiveMiles.RepresentativeTests: void testSignUp()>,"['id@com.thirdrock.fivemiles:id/sign_up', 'id@com.thirdrock.fivemiles:id/login_first_name', 'id@com.thirdrock.fivemiles:id/login_last_name', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/register_register']","[{""id"": ""com.contextlogic.geek:id/sign_in_fragment_create_account_button"", ""class"": ""android.widget.TextView"", ""bounds"": ""[425,1037][654,1136]""}, {""id"": """", ""class"": ""android.widget.TextView"", ""bounds"": ""[28,1174][1052,1262]""}, {""id"": """", ""class"": ""android.widget.TextView"", ""bounds"": ""[28,1174][1052,1262]""}, {""id"": """", ""class"": ""android.widget.TextView"", ""bounds"": ""[28,1136][1052,1208]""}, {""id"": """", ""class"": ""android.widget.TextView"", ""bounds"": ""[28,1136][1052,1208]""}, {""id"": ""com.contextlogic.geek:id/create_account_fragment_create_account_button"", ""class"": ""android.widget.TextView"", ""bounds"": ""[28,800][1052,910]""}]","['id@com.contextlogic.geek:id/login_fragment_create_account_button', 'id@com.contextlogic.geek:id/create_account_fragment_first_name_text', 'id@com.contextlogic.geek:id/create_account_fragment_last_name_text', 'id@com.contextlogic.geek:id/create_account_fragment_email_text', 'id@com.contextlogic.geek:id/create_account_fragment_confirm_email_text', 'id@com.contextlogic.geek:id/create_account_fragment_password_text', 'id@com.contextlogic.geek:id/create_account_fragment_create_account_button']",5miles,geek,gtm,['id@com.thirdrock.fivemiles:id/register_register'],"['id@com.thirdrock.fivemiles:id/sign_up', 'id@com.thirdrock.fivemiles:id/login_first_name', 'id@com.thirdrock.fivemiles:id/login_last_name', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']",[],[],1,5,0,0,0.16666666666666666,1.0,0.16666666666666666,6.0
<FiveMiles.RepresentativeTests: void testAbout()>,"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_setting', 'id@com.thirdrock.fivemiles:id/setting_aboutus']","[{""id"": ""com.contextlogic.geek:id/sign_in_fragment_sign_in_button"", ""class"": ""android.widget.TextView"", ""bounds"": ""[28,524][1052,634]""}, {""id"": """", ""class"": ""android.widget.TextView"", ""bounds"": ""[28,1136][1052,1208]""}, {""id"": """", ""class"": ""android.widget.TextView"", ""bounds"": ""[28,1136][1052,1208]""}, {""id"": ""com.contextlogic.geek:id/sign_in_fragment_sign_in_button"", ""class"": ""android.widget.TextView"", ""bounds"": ""[28,524][1052,634]""}, {}, {}, {}]",[],5miles,geek,gtm,['id@com.thirdrock.fivemiles:id/login_login'],"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password']","['id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_setting', 'id@com.thirdrock.fivemiles:id/setting_aboutus']",[],1,3,3,0,0.25,0.25,0.14285714285714285,5.0
