method,src_events,transferred,gt_events,source,target,gui_mapper,correct,incorrect,missed,nonExist,num_correct,num_incorrect,num_missed,num_nonExist,accuracy_precision,accuracy_recall,accuracy,distance
<fox.RepresentativeTests: void testCategory()>,"['id@com.foxnews.android:id/navbar_browse', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.TextView[1]']","[{}, {""id"": """", ""class"": ""androidx.appcompat.app.a$c"", ""bounds"": ""[263,212][452,338]""}]","['xpath@//androidx.appcompat.app.a.c[@content-desc=""World""]']",fox,cnn,gtm,['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.TextView[1]'],[],[],['id@com.foxnews.android:id/navbar_browse'],1,0,0,1,1.0,1.0,1.0,1.0
<fox.RepresentativeTests: void testContact()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[10]']","[{}, {""id"": ""com.cnn.mobile.android.phone:id/breakingNewsButton_System"", ""class"": ""android.widget.TextView"", ""bounds"": ""[42,588][653,650]""}, {}]","['id@com.cnn.mobile.android.phone:id/settings_item_menu', 'id@com.cnn.mobile.android.phone:id/tv_feedback_link']",fox,cnn,gtm,[],['id@com.foxnews.android:id/settings_bttn'],"['id@com.foxnews.android:id/navbar_for_you', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[10]']",[],0,1,2,0,0.0,0.0,0.0,2.0
<fox.RepresentativeTests: void testHelp()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[3]']","[{}, {""id"": ""com.cnn.mobile.android.phone:id/breakingNewsButton_System"", ""class"": ""android.widget.TextView"", ""bounds"": ""[42,588][653,650]""}, {}]",[],fox,cnn,gtm,[],['id@com.foxnews.android:id/settings_bttn'],['id@com.foxnews.android:id/navbar_for_you'],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[3]'],0,1,1,1,0.0,0.0,0.3333333333333333,1.0
<fox.RepresentativeTests: void testMenu()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn']","[{}, {""id"": ""com.cnn.mobile.android.phone:id/breakingNewsButton_System"", ""class"": ""android.widget.TextView"", ""bounds"": ""[42,588][653,650]""}]",['id@com.cnn.mobile.android.phone:id/settings_item_menu'],fox,cnn,gtm,[],['id@com.foxnews.android:id/settings_bttn'],['id@com.foxnews.android:id/navbar_for_you'],[],0,1,1,0,0.0,0.0,0.0,1.0
<fox.RepresentativeTests: void testTerms()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[4]']","[{}, {""id"": ""com.cnn.mobile.android.phone:id/breakingNewsButton_System"", ""class"": ""android.widget.TextView"", ""bounds"": ""[42,588][653,650]""}, {}]","['id@com.cnn.mobile.android.phone:id/settings_item_menu', 'id@com.cnn.mobile.android.phone:id/tv_terms_conditions']",fox,cnn,gtm,[],['id@com.foxnews.android:id/settings_bttn'],"['id@com.foxnews.android:id/navbar_for_you', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[4]']",[],0,1,2,0,0.0,0.0,0.0,2.0
<fox.RepresentativeTests: void testDetail()>,['id@com.foxnews.android:id/big_top_item_container'],[{}],"['id@com.guardian:id/fabHome', 'id@com.guardian:id/clSearchBox', 'id@com.guardian:id/etInput', 'id@com.guardian:id/search_footer_text_view', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]']",fox,theguardian,gtm,[],[],['id@com.foxnews.android:id/big_top_item_container'],[],0,0,1,0,NA,0.0,0.0,5.0
<fox.RepresentativeTests: void testAddBookmark()>,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save']","[{}, {}]","['id@com.guardian:id/fabHome', 'id@com.guardian:id/nav_drawer_settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[2]', 'id@com.guardian:id/email', 'id@com.guardian:id/password', 'id@com.guardian:id/sign_in_button', 'id@com.guardian:id/iivBackButton', 'id@com.guardian:id/fabHome', 'id@com.guardian:id/clSearchBox', 'id@com.guardian:id/etInput', 'id@com.guardian:id/search_footer_text_view', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]', 'id@com.guardian:id/bSavePage']",fox,theguardian,gtm,[],[],"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save']",[],0,0,2,0,NA,0.0,0.0,13.0
<fox.RepresentativeTests: void testRemoveBookmark()>,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save', 'xpath@//android.widget.ImageButton[@content-desc=""Back""]', 'id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/component_headline_item_container', 'id@com.foxnews.android:id/save']","[{}, {}, {}, {}, {}, {}]","['id@com.guardian:id/fabHome', 'id@com.guardian:id/nav_drawer_settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[2]', 'id@com.guardian:id/email', 'id@com.guardian:id/password', 'id@com.guardian:id/sign_in_button', 'id@com.guardian:id/iivBackButton', 'id@com.guardian:id/fabHome', 'id@com.guardian:id/clSearchBox', 'id@com.guardian:id/etInput', 'id@com.guardian:id/search_footer_text_view', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]', 'id@com.guardian:id/bSavePage', 'id@com.guardian:id/bBack', 'id@com.guardian:id/actionbar_home_button', 'id@com.guardian:id/ivBackButton', 'id@com.guardian:id/fabHome', 'id@com.guardian:id/show_more', 'id@com.guardian:id/sfl_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/androidx.viewpager.widget.ViewPager/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout', 'id@com.guardian:id/bSavePage']",fox,theguardian,gtm,[],[],"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save', 'xpath@//android.widget.ImageButton[@content-desc=""Back""]', 'id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/component_headline_item_container', 'id@com.foxnews.android:id/save']",[],0,0,6,0,NA,0.0,0.0,21.0
<fox.RepresentativeTests: void testAccount()>,['id@com.foxnews.android:id/navbar_for_you'],[{}],"['id@com.guardian:id/fabHome', 'id@com.guardian:id/nav_drawer_profile_button']",fox,theguardian,gtm,[],[],['id@com.foxnews.android:id/navbar_for_you'],[],0,0,1,0,NA,0.0,0.0,2.0
<fox.RepresentativeTests: void testTextSize()>,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/scale_text']","[{}, {""id"": ""com.guardian:id/bTextSize"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[732,93][837,198]""}]","['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/androidx.viewpager.widget.ViewPager/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[2]', 'id@com.guardian:id/bTextSize', 'id@com.guardian:id/bOk']",fox,theguardian,gtm,[],['id@com.foxnews.android:id/scale_text'],['id@com.foxnews.android:id/big_top_item_container'],[],0,1,1,0,0.0,0.0,0.0,2.0
<fox.RepresentativeTests: void testAbout()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[2]']","[{}, {""id"": ""com.guardian:id/settings_button"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[21,1474][126,1579]""}, {}]","['id@com.guardian:id/fabHome', 'id@com.guardian:id/nav_drawer_settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[10]']",fox,theguardian,gtm,[],['id@com.foxnews.android:id/settings_bttn'],"['id@com.foxnews.android:id/navbar_for_you', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[2]']",[],0,1,2,0,0.0,0.0,0.0,3.0
<fox.RepresentativeTests: void testCategory()>,"['id@com.foxnews.android:id/navbar_browse', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.TextView[1]']","[{}, {""id"": ""com.guardian:id/tvHeadline"", ""class"": ""android.widget.TextView"", ""bounds"": ""[43,2097][1037,2144]""}]","['id@com.guardian:id/fabHome', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.FrameLayout[2]/android.widget.RelativeLayout/androidx.recyclerview.widget.RecyclerView/android.widget.TextView[2]']",fox,theguardian,gtm,[],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.TextView[1]'],[],['id@com.foxnews.android:id/navbar_browse'],0,1,0,1,0.0,NA,0.5,2.0
<fox.RepresentativeTests: void testContact()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[10]']","[{}, {""id"": ""com.guardian:id/settings_button"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[21,1474][126,1579]""}, {}]","['id@com.guardian:id/fabHome', 'id@com.guardian:id/nav_drawer_settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[8]']",fox,theguardian,gtm,[],['id@com.foxnews.android:id/settings_bttn'],"['id@com.foxnews.android:id/navbar_for_you', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[10]']",[],0,1,2,0,0.0,0.0,0.0,3.0
<fox.RepresentativeTests: void testHelp()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[3]']","[{}, {""id"": ""com.guardian:id/settings_button"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[21,1474][126,1579]""}, {}]","['id@com.guardian:id/fabHome', 'id@com.guardian:id/nav_drawer_settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.LinearLayout[7]']",fox,theguardian,gtm,[],['id@com.foxnews.android:id/settings_bttn'],"['id@com.foxnews.android:id/navbar_for_you', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[3]']",[],0,1,2,0,0.0,0.0,0.0,3.0
<fox.RepresentativeTests: void testMenu()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn']","[{}, {""id"": ""com.guardian:id/settings_button"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[21,1474][126,1579]""}]",['id@com.guardian:id/fabHome'],fox,theguardian,gtm,[],['id@com.foxnews.android:id/settings_bttn'],['id@com.foxnews.android:id/navbar_for_you'],[],0,1,1,0,0.0,0.0,0.0,1.0
<fox.RepresentativeTests: void testTerms()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[4]']","[{}, {""id"": ""com.guardian:id/settings_button"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[21,1474][126,1579]""}, {}]",[],fox,theguardian,gtm,[],['id@com.foxnews.android:id/settings_bttn'],['id@com.foxnews.android:id/navbar_for_you'],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[4]'],0,1,1,1,0.0,0.0,0.3333333333333333,1.0
<fox.RepresentativeTests: void testDetail()>,['id@com.foxnews.android:id/big_top_item_container'],[{}],"['xpath@//android.widget.ImageButton[@content-desc=""Drawer Opened""]', 'id@com.abc.abcnews:id/drawer_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.RelativeLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]']",fox,abc,gtm,[],[],['id@com.foxnews.android:id/big_top_item_container'],[],0,0,1,0,NA,0.0,0.0,3.0
<fox.RepresentativeTests: void testAddBookmark()>,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save']","[{}, {""id"": ""com.abc.abcnews:id/menu_save_button"", ""class"": ""android.widget.TextView"", ""bounds"": ""[954,80][1080,206]""}]","['xpath@//android.widget.ImageButton[@content-desc=""Drawer Opened""]', 'id@com.abc.abcnews:id/drawer_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.RelativeLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]', 'id@com.abc.abcnews:id/menu_save_button']",fox,abc,gtm,['id@com.foxnews.android:id/save'],[],['id@com.foxnews.android:id/big_top_item_container'],[],1,0,1,0,1.0,0.5,0.5,3.0
<fox.RepresentativeTests: void testRemoveBookmark()>,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save', 'xpath@//android.widget.ImageButton[@content-desc=""Back""]', 'id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/component_headline_item_container', 'id@com.foxnews.android:id/save']","[{}, {""id"": ""com.abc.abcnews:id/menu_save_button"", ""class"": ""android.widget.TextView"", ""bounds"": ""[954,80][1080,206]""}, {}, {}, {}, {""id"": ""com.abc.abcnews:id/menu_save_button"", ""class"": ""android.widget.TextView"", ""bounds"": ""[954,80][1080,206]""}]","['xpath@//android.widget.ImageButton[@content-desc=""Drawer Opened""]', 'id@com.abc.abcnews:id/drawer_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.RelativeLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]', 'id@com.abc.abcnews:id/menu_save_button', 'xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@//android.widget.ImageButton[@content-desc=""Drawer Opened""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.LinearLayout[2]/android.widget.ListView/android.view.ViewGroup[2]', 'id@com.abc.abcnews:id/headline_list_item_parent_container', 'id@com.abc.abcnews:id/menu_save_button']",fox,abc,gtm,"['id@com.foxnews.android:id/save', 'id@com.foxnews.android:id/save']",[],"['id@com.foxnews.android:id/big_top_item_container', 'xpath@//android.widget.ImageButton[@content-desc=""Back""]', 'id@com.foxnews.android:id/component_headline_item_container']",['id@com.foxnews.android:id/navbar_for_you'],2,0,3,1,1.0,0.4,0.5,7.0
<fox.RepresentativeTests: void testAccount()>,['id@com.foxnews.android:id/navbar_for_you'],[{}],[],fox,abc,gtm,[],[],[],['id@com.foxnews.android:id/navbar_for_you'],0,0,0,1,NA,NA,1.0,0.0
<fox.RepresentativeTests: void testTextSize()>,"['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/scale_text']","[{}, {""id"": """", ""class"": ""android.widget.TextView"", ""bounds"": ""[37,1435][1043,1821]""}]","['xpath@//android.widget.ImageButton[@content-desc=""Drawer Opened""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.LinearLayout[2]/android.widget.ListView/android.widget.RelativeLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout[2]/android.widget.RelativeLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]', 'id@android:id/text1']",fox,abc,gtm,[],['id@com.foxnews.android:id/scale_text'],['id@com.foxnews.android:id/big_top_item_container'],[],0,1,1,0,0.0,0.0,0.0,4.0
<fox.RepresentativeTests: void testAbout()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[2]']","[{}, {""id"": ""com.abc.abcnews:id/cinematic_related_title_two"", ""class"": ""android.widget.TextView"", ""bounds"": ""[88,1404][1041,1491]""}, {}]",[],fox,abc,gtm,[],['id@com.foxnews.android:id/settings_bttn'],[],"['id@com.foxnews.android:id/navbar_for_you', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[2]']",0,1,0,2,0.0,NA,0.6666666666666666,1.0
<fox.RepresentativeTests: void testCategory()>,"['id@com.foxnews.android:id/navbar_browse', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.TextView[1]']","[{}, {""id"": ""com.abc.abcnews:id/cinematic_related_title_two"", ""class"": ""android.widget.TextView"", ""bounds"": ""[88,1404][1041,1491]""}]","['xpath@//android.widget.ImageButton[@content-desc=""Drawer Opened""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.LinearLayout[2]/android.widget.ListView/android.view.ViewGroup[1]']",fox,abc,gtm,[],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.TextView[1]'],[],['id@com.foxnews.android:id/navbar_browse'],0,1,0,1,0.0,NA,0.5,2.0
<fox.RepresentativeTests: void testContact()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[10]']","[{}, {""id"": ""com.abc.abcnews:id/cinematic_related_title_two"", ""class"": ""android.widget.TextView"", ""bounds"": ""[88,1404][1041,1491]""}, {}]","['xpath@//android.widget.ImageButton[@content-desc=""Drawer Opened""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.LinearLayout[2]/android.widget.ListView/android.widget.RelativeLayout', 'id@com.abc.abcnews:id/setting_feedback']",fox,abc,gtm,[],['id@com.foxnews.android:id/settings_bttn'],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[10]'],['id@com.foxnews.android:id/navbar_for_you'],0,1,1,1,0.0,0.0,0.3333333333333333,3.0
<fox.RepresentativeTests: void testHelp()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[3]']","[{}, {""id"": ""com.abc.abcnews:id/cinematic_related_title_two"", ""class"": ""android.widget.TextView"", ""bounds"": ""[88,1404][1041,1491]""}, {}]",[],fox,abc,gtm,[],['id@com.foxnews.android:id/settings_bttn'],[],"['id@com.foxnews.android:id/navbar_for_you', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[3]']",0,1,0,2,0.0,NA,0.6666666666666666,1.0
<fox.RepresentativeTests: void testMenu()>,"['id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/settings_bttn']","[{}, {""id"": ""com.abc.abcnews:id/cinematic_related_title_two"", ""class"": ""android.widget.TextView"", ""bounds"": ""[88,1404][1041,1491]""}]","['xpath@//android.widget.ImageButton[@content-desc=""Drawer Opened""]']",fox,abc,gtm,[],['id@com.foxnews.android:id/settings_bttn'],[],['id@com.foxnews.android:id/navbar_for_you'],0,1,0,1,0.0,NA,0.5,1.0
